cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students
364,13.09023330403095,80.22838921497107,13.0902338,80.2285861,Highway_unknown,highway,,21.32,15
365,13.085390743392807,80.23342606521136,13.083263333333331,80.23386666666667,Highway_unknown,highway,,241.32,6
366,13.071144654792974,80.24231174796462,13.0657116,80.2426633,Highway_unknown,highway,,605.33,11
367,13.07305743384697,80.25161899164485,13.0787583,80.2513816,Highway_unknown,highway,,634.43,9
368,12.924343852139335,80.16078074706817,12.9232233,80.160635,Highway_unknown,highway,,125.6,13
369,13.078136727207902,80.22630398946477,13.07888,80.22574,Highway_unknown,highway,,102.77,15
370,13.083420821056912,80.22615308764377,13.082668333333332,80.22705833333333,Highway_unknown,highway,,128.9,15
373,13.049186651038069,80.08807533107758,13.0492583,80.0880733,Highway_unknown,highway,,7.97,25
374,13.049716732549628,80.09268102623021,13.0510866,80.0894383,Highway_unknown,highway,,382.87,15
375,13.05336705,80.0887254,13.052791666666666,80.09005666666667,Highway_unknown,highway,,157.76,4
376,13.030174878586276,79.91814326584083,13.0281519,79.9193286,Highway_unknown,highway,,259.02,2
377,13.166388555942389,80.24520850265125,13.1665016,80.24505,Highway_unknown,highway,,21.27,13
378,13.08010279696555,79.90789939680741,13.0803751,79.9088048,Highway_unknown,highway,,102.63,18
379,13.073675091011845,80.12305275983529,13.073575,80.1231833,Highway_unknown,highway,,17.99,15
380,13.069165380837262,80.12524378863922,13.0685216,80.12501,Highway_unknown,highway,,75.93,15
381,13.123067905927172,80.2022895601183,13.123391666666668,80.20219166666666,Highway_unknown,highway,,37.53,32
382,13.125470378040712,80.19538205795286,13.122453333333333,80.19999333333334,Highway_unknown,highway,,601.59,7
383,13.110867667867971,79.95592345786869,13.1079683,79.9550483,Highway_unknown,highway,,336.04,3
385,13.243945807963266,80.16018908265241,13.24234,80.1598834,Highway_unknown,highway,,181.6,6
386,13.046867512981644,80.11987275017515,13.047025,80.11968333333333,Highway_unknown,highway,,26.98,11
